iso_code,year,co2,methane,nitrous_oxide,population
ECU,1976,8.101,,,7188000
ECU,1977,7.472,,,7384000
ECU,1978,10.406,,,7582000
ECU,1979,12.14,,,7784000
ECU,1980,13.407,,,7989000
ECU,1981,16.653,,,8198000
ECU,1982,19.235,,,8409000
ECU,1983,19.503,,,8625000
ECU,1984,21.19,,,8843000
ECU,1985,19.353,,,9066000
ECU,1986,15.194,,,9292000
ECU,1987,15.022,,,9522000
ECU,1988,17.169,,,9756000
ECU,1989,20.154,,,9992000
ECU,1990,16.711,14.62,3.62,10231000
ECU,1991,16.378,14.78,3.75,10472000
ECU,1992,22.157,15.83,3.91,10716000
ECU,1993,24.087,16.53,4.04,10961000
ECU,1994,13.539,17.13,4.16,11208000
ECU,1995,22.698,17.41,4.23,11455000
ECU,1996,24.025,17.81,4.46,11703000
ECU,1997,18.205,18.42,4.82,11951000
ECU,1998,22.315,17.67,4.63,12198000
ECU,1999,21.365,18.01,4.31,12442000
ECU,2000,20.563,16.82,4.05,12681000
ECU,2001,22.939,17.94,5.3,12915000
ECU,2002,24.753,18.59,4.79,13143000
ECU,2003,26.748,18.87,4.71,13370000
ECU,2004,28.786,19.77,4.92,13596000
ECU,2005,29.97,19.79,4.73,13826000
ECU,2006,28.525,20.15,4.81,14059000
ECU,2007,31.531,20.04,4.54,14297000
ECU,2008,33.325,20.18,4.92,14536000
ECU,2009,35.503,21.09,5.17,14774000
ECU,2010,35.884,21.38,5.4,15011000
ECU,2011,35.848,21.41,5.46,15244000
ECU,2012,31.851,21.63,5.36,15474000
ECU,2013,40.707,21.76,5.26,15707000
ECU,2014,45.428,20.86,5.17,15952000
ECU,2015,42.622,20.44,4.76,16212000
ECU,2016,40.538,20.57,4.8,16491000
ECU,2017,39.559,,,16785000
ECU,2018,41.915,,,17084000
EGY,1911,0.011,,,11405040
EGY,1912,0.084,,,11542988
EGY,1913,0.04,,,11693681
EGY,1914,0.308,,,11857432
EGY,1915,0.092,,,12034559
EGY,1916,0.18,,,12214327
EGY,1917,0.421,,,12396775
EGY,1918,0.865,,,12592508
EGY,1919,0.689,,,12788649
EGY,1920,0.454,,,12987845
EGY,1921,0.561,,,13190144
EGY,1922,0.531,,,13395594
EGY,1923,0.469,,,13604243
EGY,1924,0.498,,,13816143
EGY,1925,0.553,,,14031343
EGY,1926,0.531,,,14249895
EGY,1927,0.568,,,14471852
EGY,1928,0.868,,,14697265
EGY,1929,0.923,,,14926190
EGY,1930,1.022,,,15158680
EGY,1931,1.008,,,15394792
EGY,1932,0.953,,,15634581
EGY,1933,0.872,,,15878105
EGY,1934,0.824,,,16125423
EGY,1935,0.747,,,16376592
EGY,1936,0.729,,,16631674
EGY,1937,0.689,,,16890728
EGY,1938,0.879,,,17153820
EGY,1939,2.228,,,17421008
EGY,1940,3.03,,,17692356
EGY,1941,3.953,,,17967932
EGY,1942,3.836,,,18247800
EGY,1943,4.104,,,18532028
EGY,1944,4.36,,,18820684
EGY,1945,4.356,,,19113836
EGY,1946,4.225,,,19411552
EGY,1947,4.415,,,19713906
EGY,1948,6.152,,,20020970
EGY,1949,7.464,,,20332816
EGY,1950,10.237,,,20452000
EGY,1951,10.563,,,20949000
EGY,1952,10.897,,,21474000
EGY,1953,10.783,,,22028000
EGY,1954,11.67,,,22612000
EGY,1955,10.648,,,23223000
EGY,1956,9.948,,,23862000
EGY,1957,11.923,,,24525000
EGY,1958,13.689,,,25209000
EGY,1959,12.707,,,25913000
EGY,1960,16.033,,,26633000
EGY,1961,17.066,,,27366000
EGY,1962,18.571,,,28112000
EGY,1963,21.527,,,28871000
EGY,1964,25.491,,,29645000
EGY,1965,27.609,,,30433000
EGY,1966,26.532,,,31238000
EGY,1967,19.65,,,32057000
EGY,1968,22.873,,,32882000
EGY,1969,19.665,,,33703000
EGY,1970,21.654,,,34514000
EGY,1971,23.012,,,35312000
EGY,1972,25.475,,,36103000
EGY,1973,23.761,,,36897000
EGY,1974,26.089,,,37708000
EGY,1975,31.06,,,38549000
EGY,1976,34.45,,,39423000
EGY,1977,37.815,,,40330000
EGY,1978,39.261,,,41276000
EGY,1979,42.89,,,42267000
EGY,1980,45.176,,,43309000
EGY,1981,50.903,,,44400000
EGY,1982,56.431,,,45539000
EGY,1983,56.98,,,46728000
EGY,1984,63.704,,,47969000
EGY,1985,63.807,,,49259000
EGY,1986,74.393,,,50602000
EGY,1987,74.614,,,51992000
EGY,1988,74.309,,,53399000
EGY,1989,71.905,,,54789000
EGY,1990,75.219,24.98,15.51,56134000
EGY,1991,77.295,27.65,16.06,57425000
EGY,1992,79.939,30.13,15.91,58667000
EGY,1993,92.278,32.35,16.57,59881000
EGY,1994,84.556,34.55,15.59,61096000
EGY,1995,94.888,36.65,17.17,62334000
EGY,1996,93.568,38.87,17.51,63602000
EGY,1997,107.512,41.53,17.12,64892000
EGY,1998,121.465,42.59,17.61,66200000
EGY,1999,124.497,45.98,17.68,67516000
EGY,2000,140.348,48.39,18.42,68832000
EGY,2001,124.293,48.26,18.71,70153000
EGY,2002,125.781,49.65,18.91,71485000
EGY,2003,146.462,49.97,22.35,72826000
EGY,2004,149.144,50.5,21.01,74172000
EGY,2005,165.042,50.7,21.79,75524000
EGY,2006,176.02,52.15,20.03,76874000
EGY,2007,185.905,53.7,21.46,78232000
EGY,2008,195.285,54.75,25.21,79636000
EGY,2009,202.71,53.6,23.33,81135000
EGY,2010,198.808,53.53,25.26,82761000
EGY,2011,213.477,55.07,24.54,84529000
EGY,2012,215.03,56,23.54,86422000
EGY,2013,209.44,55.67,23.71,88405000
EGY,2014,222.748,55.88,23.17,90425000
EGY,2015,219.304,55.57,22.55,92443000
EGY,2016,233.171,56.31,22.67,94447000
EGY,2017,237.018,,,96443000
EGY,2018,238.816,,,98424000
SLV,1950,0.267,,,2200000
SLV,1951,0.322,,,2238000
SLV,1952,0.388,,,2280000
SLV,1953,0.418,,,2327000
SLV,1954,0.469,,,2378000
SLV,1955,0.462,,,2433000
SLV,1956,0.528,,,2491000
SLV,1957,0.597,,,2554000
SLV,1958,0.597,,,2620000
SLV,1959,0.604,,,2691000
SLV,1960,0.619,,,2766000
SLV,1961,0.582,,,2847000
SLV,1962,0.648,,,2931000
SLV,1963,1.125,,,3019000
SLV,1964,1.231,,,3110000
SLV,1965,1.04,,,3201000
SLV,1966,1.304,,,3294000
SLV,1967,1.157,,,3387000
SLV,1968,1.26,,,3482000
SLV,1969,1.19,,,3577000
SLV,1970,1.428,,,3673000
SLV,1971,1.509,,,3770000
SLV,1972,1.677,,,3867000
SLV,1973,1.967,,,3964000
SLV,1974,1.97,,,4060000
SLV,1975,2.105,,,4155000
SLV,1976,2.207,,,4248000
SLV,1977,2.282,,,4338000
SLV,1978,2.381,,,4427000
SLV,1979,2.377,,,4511000
SLV,1980,2.119,,,4591000
SLV,1981,1.819,,,4666000
SLV,1982,1.752,,,4737000
SLV,1983,1.885,,,4805000
SLV,1984,1.588,,,4871000
SLV,1985,1.965,,,4937000
SLV,1986,1.967,,,5002000
SLV,1987,2.414,,,5068000
SLV,1988,2.433,,,5133000
SLV,1989,2.547,,,5201000
SLV,1990,2.474,3.49,1.29,5270000
SLV,1991,3.153,3.6,1.34,5342000
SLV,1992,3.317,3.69,1.37,5416000
SLV,1993,3.975,3.67,1.36,5490000
SLV,1994,4.514,3.83,1.35,5562000
SLV,1995,4.998,3.67,1.25,5629000
SLV,1996,4.415,3.96,1.43,5690000
SLV,1997,5.417,3.84,1.44,5746000
SLV,1998,5.732,3.73,1.29,5798000
SLV,1999,5.587,3.9,1.34,5845000
SLV,2000,5.672,3.82,1.25,5888000
SLV,2001,5.858,4.11,1.32,5927000
SLV,2002,6.074,4.29,1.27,5962000
SLV,2003,6.434,4.24,1.26,5994000
SLV,2004,6.254,4.3,1.34,6024000
SLV,2005,6.298,4.34,1.47,6052000
SLV,2006,6.717,4.46,1.41,6079000
SLV,2007,6.846,4.56,1.52,6106000
SLV,2008,6.405,4.62,1.6,6132000
SLV,2009,6.313,4.54,1.5,6158000
SLV,2010,6.317,4.41,1.51,6184000
SLV,2011,6.5,4.12,1.47,6211000
SLV,2012,6.506,4.28,1.44,6238000
SLV,2013,6.094,3.98,1.32,6266000
SLV,2014,6.169,4.18,1.24,6295000
SLV,2015,6.734,4.19,1.29,6325000
SLV,2016,7.052,4.03,1.23,6356000
SLV,2017,7.035,,,6388000
SLV,2018,7.13,,,6421000
GNQ,1950,0.011,,,226000
GNQ,1951,0.011,,,231000
GNQ,1952,0.011,,,234000
GNQ,1953,0.011,,,236000
GNQ,1954,0.029,,,238000
GNQ,1955,0.037,,,240000
GNQ,1956,0.037,,,242000
GNQ,1957,0.033,,,245000
GNQ,1958,0.048,,,248000
GNQ,1959,0.048,,,252000
GNQ,1960,0.022,,,255000
GNQ,1961,0.022,,,259000
GNQ,1962,0.022,,,262000
GNQ,1963,0.026,,,266000
GNQ,1964,0.026,,,271000
GNQ,1965,0.029,,,276000
GNQ,1966,0.026,,,284000
GNQ,1967,0.026,,,292000
GNQ,1968,0.029,,,299000
GNQ,1969,0.044,,,304000
GNQ,1970,0.037,,,304000
GNQ,1971,0.066,,,299000
GNQ,1972,0.088,,,290000
GNQ,1973,0.029,,,278000
GNQ,1974,0.051,,,266000
GNQ,1975,0.062,,,256000
GNQ,1976,0.062,,,248000
GNQ,1977,0.062,,,242000
GNQ,1978,0.07,,,240000
GNQ,1979,0.062,,,242000
GNQ,1980,0.059,,,250000
GNQ,1981,0.07,,,264000
GNQ,1982,0.073,,,285000
GNQ,1983,0.062,,,308000
GNQ,1984,0.081,,,332000
GNQ,1985,0.066,,,352000
GNQ,1986,0.081,,,369000
GNQ,1987,0.099,,,383000
GNQ,1988,0.106,,,395000
GNQ,1989,0.117,,,407000
GNQ,1990,0.062,0.12,0.02,419000
GNQ,1991,0.066,0.17,0.02,433000
GNQ,1992,0.066,0.22,0.02,447000
GNQ,1993,0.07,0.27,0.02,463000
GNQ,1994,0.077,0.32,0.02,479000
GNQ,1995,0.084,0.37,0.02,497000
GNQ,1996,0.128,1.87,0.02,516000
GNQ,1997,0.304,3.37,0.02,536000
GNQ,1998,0.183,4.87,0.02,558000
GNQ,1999,0.487,6.37,0.02,582000
GNQ,2000,0.458,7.87,0.02,606000
GNQ,2001,4.331,9.77,0.02,632000
GNQ,2002,6.35,11.66,0.03,658000
GNQ,2003,7.687,13.56,0.03,687000
GNQ,2004,7.053,15.45,0.03,717000
GNQ,2005,7.526,17.34,0.03,750000
GNQ,2006,8.174,17.1,0.03,784000
GNQ,2007,7.859,16.85,0.03,822000
GNQ,2008,6.423,16.6,0.03,861000
GNQ,2009,6.771,16.36,0.03,902000
GNQ,2010,6.888,16.11,0.04,944000
GNQ,2011,9.391,15.64,0.04,987000
GNQ,2012,6.98,15.16,0.04,1031000
GNQ,2013,7.694,14.69,0.04,1076000
GNQ,2014,7.302,14.22,0.04,1122000
GNQ,2015,6.024,13.75,0.04,1169000
GNQ,2016,5.65,13.24,0.04,1215000
GNQ,2017,5.725,,,1262000
GNQ,2018,5.687,,,1309000
ERI,1939,0.015,,,985991
ERI,1940,0.007,,,999099
ERI,1941,0.004,,,1012381
ERI,1942,0.011,,,1025840
ERI,1943,0.015,,,1039478
ERI,1944,0.018,,,1053297
ERI,1959,,,,983000
ERI,1960,,,,1008000
ERI,1961,,,,1033000
ERI,1962,,,,1060000
ERI,1963,,,,1089000
ERI,1964,,,,1118000
ERI,1965,,,,1148000
ERI,1966,,,,1179000
ERI,1967,,,,1210000
ERI,1968,,,,1243000
ERI,1969,,,,1276000
ERI,1970,,,,1311000
ERI,1971,,,,1347000
ERI,1972,,,,1385000
ERI,1973,,,,1424000
ERI,1974,,,,1464000
ERI,1975,,,,1505000
ERI,1976,,,,1548000
ERI,1977,,,,1592000
ERI,1978,,,,1637000
ERI,1979,,,,1684000
ERI,1980,,,,1733000
ERI,1981,,,,1785000
ERI,1982,,,,1837000
ERI,1983,,,,1891000
ERI,1984,,,,1946000
ERI,1985,,,,2004000
ERI,1986,,,,2065000
ERI,1987,,,,2127000
ERI,1988,,,,2186000
ERI,1989,,,,2231000
ERI,1990,,2.47,1.23,2259000
ERI,1991,,2.55,1.68,2266000
ERI,1992,,2.68,2.16,2258000
ERI,1993,,2.34,2.38,2239000
ERI,1994,0.707,2.47,2.86,2218000
ERI,1995,0.79,2.54,3.32,2204000
ERI,1996,0.861,2.84,3.46,2196000
ERI,1997,0.768,3.21,3.61,2195000
ERI,1998,0.586,3.37,3.67,2206000
ERI,1999,0.615,3.48,3.68,2237000
ERI,2000,0.604,3.54,3.71,2292000
ERI,2001,0.626,3.32,3.45,2375000
ERI,2002,0.6,3.28,3.31,2481000
ERI,2003,0.71,3.34,3.23,2601000
ERI,2004,0.765,3.36,3.12,2720000
ERI,2005,0.761,3.37,3.04,2827000
ERI,2006,0.545,3.26,3.09,2918000
ERI,2007,0.559,3.46,3.32,2997000
ERI,2008,0.402,3.47,3.43,3063000
ERI,2009,0.497,3.49,3.55,3120000
ERI,2010,0.497,3.37,3.61,3170000
ERI,2011,0.56,3.52,3.5,3214000
ERI,2012,0.618,3.55,3.33,3250000
ERI,2013,0.627,3.59,3.15,3281000
ERI,2014,0.679,3.61,2.98,3311000
ERI,2015,0.67,3.64,2.81,3343000
ERI,2016,0.689,3.68,2.84,3377000
ERI,2017,0.721,,,3413000
ERI,2018,0.74,,,3453000
EST,1928,0.033,,,899046
EST,1929,0.029,,,907330
EST,1930,0.022,,,915691
EST,1931,0.022,,,924129
EST,1932,0.015,,,932644
EST,1933,0.015,,,941238
EST,1934,0.015,,,949911
EST,1935,0.018,,,958665
EST,1936,0.026,,,967498
EST,1937,0.033,,,976414
EST,1938,0.04,,,985411
EST,1939,0.037,,,994491
EST,1959,10.053,,,1204000
EST,1960,10.469,,,1217000
EST,1961,10.801,,,1231000
EST,1962,11.344,,,1245000
EST,1963,12.168,,,1260000
EST,1964,12.942,,,1275000
EST,1965,13.73,,,1290000
EST,1966,14.502,,,1305000
EST,1967,15.172,,,1319000
EST,1968,15.605,,,1333000
EST,1969,16.257,,,1347000
EST,1970,17.108,,,1360000
EST,1971,18.164,,,1373000
EST,1972,19.125,,,1386000
EST,1973,19.949,,,1398000
EST,1974,20.726,,,1410000
EST,1975,21.798,,,1422000
EST,1976,22.634,,,1433000
EST,1977,23.405,,,1444000
EST,1978,24.217,,,1454000
EST,1979,24.413,,,1464000
EST,1980,25.37,,,1474000
EST,1981,24.905,,,1484000
EST,1982,25.371,,,1493000
EST,1983,25.737,,,1501000
EST,1984,25.965,,,1511000
EST,1985,27.98,,,1522000
EST,1986,28.062,,,1536000
EST,1987,27.92,,,1551000
EST,1988,28.66,,,1564000
EST,1989,28.032,,,1570000
EST,1990,37.067,2.28,1.99,1565000
EST,1991,34.036,2.25,1.87,1548000
EST,1992,24.512,2.28,1.62,1521000
EST,1993,19.064,2.06,1.49,1488000
EST,1994,19.899,1.76,1.35,1457000
EST,1995,18.202,1.71,1.28,1433000
EST,1996,18.923,1.65,1.24,1418000
EST,1997,18.48,1.6,1.23,1410000
EST,1998,16.907,1.55,1.24,1406000
EST,1999,15.725,1.51,1.18,1404000
EST,2000,15.36,1.44,1.18,1399000
EST,2001,15.706,1.42,1.17,1392000
EST,2002,15.231,1.5,1.18,1383000
EST,2003,17.085,1.39,1.19,1373000
EST,2004,17.284,1.39,1.21,1364000
EST,2005,17.132,1.32,1.19,1356000
EST,2006,16.435,1.34,1.2,1349000
EST,2007,20.067,1.28,1.23,1344000
EST,2008,17.871,1.27,1.29,1340000
EST,2009,14.61,1.23,1.24,1336000
EST,2010,19.016,1.24,1.26,1332000
EST,2011,19.098,1.18,1.28,1328000
EST,2012,17.936,1.18,1.31,1323000
EST,2013,19.698,1.16,1.33,1319000
EST,2014,18.904,1.13,1.37,1316000
EST,2015,15.891,1.12,1.4,1315000
EST,2016,17.477,1.1,1.34,1317000
EST,2017,18.654,,,1319000
EST,2018,19.559,,,1323000
ETH,1941,0.011,,,15941136
ETH,1942,0.011,,,16167464
ETH,1943,0.011,,,16397006
ETH,1948,0.004,,,17594532
ETH,1949,0.004,,,17844336
ETH,1950,0.088,,,18128000
ETH,1951,0.062,,,18467000
ETH,1952,0.099,,,18820000
ETH,1953,0.183,,,19184000
ETH,1954,0.271,,,19560000
ETH,1955,0.227,,,19947000
ETH,1956,0.242,,,20348000
ETH,1957,0.322,,,20764000
ETH,1958,0.319,,,21201000
ETH,1959,0.337,,,21662000
ETH,1960,0.352,,,22151000
ETH,1961,0.341,,,22671000
ETH,1962,0.396,,,23221000
ETH,1963,0.421,,,23798000
ETH,1964,0.407,,,24397000
ETH,1965,0.644,,,25014000
ETH,1966,0.824,,,25641000
ETH,1967,1.073,,,26280000
ETH,1968,1.725,,,26944000
ETH,1969,1.666,,,27653000
ETH,1970,1.652,,,28415000
ETH,1971,1.849,,,29249000
ETH,1972,1.406,,,30141000
ETH,1973,1.751,,,31037000
ETH,1974,1.736,,,31861000
ETH,1975,1.209,,,32567000
ETH,1976,1.175,,,33128000
ETH,1977,1.047,,,33577000
ETH,1978,1.369,,,33993000
ETH,1979,1.844,,,34488000
ETH,1980,1.817,,,35142000
ETH,1981,1.86,,,35985000
ETH,1982,1.474,,,36995000
ETH,1983,1.835,,,38143000
ETH,1984,1.65,,,39374000
ETH,1985,1.799,,,40652000
ETH,1986,2.195,,,41966000
ETH,1987,2.554,,,43329000
ETH,1988,2.64,,,44757000
ETH,1989,2.794,,,46272000
ETH,1990,2.986,45.11,24.45,47888000
ETH,1991,2.957,46.66,24.64,49610000
ETH,1992,2.937,48.99,25.66,51424000
ETH,1993,2.995,46.39,23.33,53296000
ETH,1994,2.197,48.06,23.74,55181000
ETH,1995,2.506,49.43,24.18,57048000
ETH,1996,2.795,50.12,24.98,58884000
ETH,1997,2.979,53.23,26.01,60697000
ETH,1998,3.147,58.21,28.37,62508000
ETH,1999,3.095,59.54,28.59,64343000
ETH,2000,3.464,56.93,27.05,66225000
ETH,2001,4.263,60.15,28.18,68159000
ETH,2002,4.43,68.11,32.49,70142000
ETH,2003,4.871,65.97,30.75,72171000
ETH,2004,5.159,66.85,31.69,74240000
ETH,2005,4.955,67.32,33.17,76346000
ETH,2006,5.317,72.11,34.69,78489000
ETH,2007,5.839,75.96,38.36,80674000
ETH,2008,6.416,80.32,39.44,82916000
ETH,2009,6.477,82.85,41.34,85234000
ETH,2010,6.337,85.97,43.16,87640000
ETH,2011,6.889,86.66,43.09,90140000
ETH,2012,8.1,92.71,45.65,92727000
ETH,2013,9.912,97.28,46.8,95386000
ETH,2014,11.823,98.63,48.43,98094000
ETH,2015,12.876,102.17,49.38,100835000
ETH,2016,13.937,105.76,50.69,103603000
ETH,2017,14.621,,,106400000
ETH,2018,14.935,,,109224000
,1751,9.351,,,
,1752,9.354,,,
,1753,9.354,,,
,1754,9.358,,,
,1755,9.362,,,
,1756,10.006,,,
,1757,10.01,,,
,1758,10.014,,,
,1759,10.017,,,
,1760,10.017,,,163034880
,1761,10.974,,,
,1762,10.977,,,
,1763,10.981,,,
,1764,10.985,,,
,1765,10.988,,,
,1766,12.26,,,
,1767,12.263,,,
,1768,12.267,,,
,1769,12.271,,,
,1770,12.274,,,170222960
,1771,13.612,,,
,1772,13.615,,,
,1773,13.619,,,
,1774,13.623,,,
,1775,13.626,,,
,1776,15.037,,,
,1777,15.041,,,
,1778,15.044,,,
,1779,15.048,,,
,1780,15.055,,,178045408
,1781,16.843,,,
,1782,16.847,,,
,1783,16.854,,,
,1784,16.858,,,
,1785,16.865,,,
,1786,19.148,,,
,1787,19.155,,,
,1788,19.159,,,
,1789,19.166,,,
,1790,19.174,,,186443808
,1791,21.416,,,
,1792,21.892,,,
,1793,21.911,,,
,1794,21.878,,,
,1795,21.889,,,
,1796,22.948,,,
,1797,24.091,,,
,1798,25.091,,,
,1799,26.425,,,
,1800,27.835,,,194630464
,1801,27.689,,,
,1802,36.49,,,
,1803,31.188,,,
,1804,33.973,,,
,1805,33.075,,,
,1806,34.709,,,
,1807,36.493,,,
,1808,34.669,,,
,1809,34.683,,,
,1810,36.959,,,204275728
,1811,39.132,,,
,1812,40.52,,,
,1813,40.696,,,
,1814,41.564,,,
,1815,42.883,,,
,1816,46.998,,,
,1817,48.709,,,
,1818,48.859,,,
,1819,49.182,,,
,1820,49.893,,,218626736
,1821,50.604,,,
,1822,52.597,,,
,1823,55.645,,,
,1824,57.506,,,
,1825,59.617,,,
,1826,60.101,,,
,1827,64.464,,,
,1828,65.04,,,
,1829,64.596,,,
,1830,87.031,,,236640048
,1831,82.26,,,
,1832,82.085,,,
,1833,83.275,,,
,1834,85.1,,,
,1835,86.126,,,
,1836,100.042,,,
,1837,99.382,,,
,1838,103.01,,,
,1839,106.091,,,
,1840,113.053,,,258849824
,1841,116.402,,,
,1842,122.583,,,
,1843,125.085,,,
,1844,132.113,,,
,1845,144.003,,,
,1846,145.058,,,
,1847,157.299,,,
,1848,156.991,,,
,1849,165.243,,,
,1850,177.044,,,275188224
,1851,174.102,,,
,1852,180.676,,,
,1853,186.945,,,
,1854,221.855,,,
,1855,221.855,,,
,1856,237.075,,,
,1857,238.618,,,
,1858,241.864,,,
,1859,255.04,,,
,1860,281.901,,,297392288
,1861,300.591,,,
,1862,305.142,,,
,1863,321.336,,,
,1864,346.746,,,
,1865,371.328,,,
,1866,383.951,,,
,1867,402.234,,,
,1868,406.535,,,
,1869,425.823,,,
,1870,431.916,,,318623168
,1871,460.426,,,
,1872,497.234,,,
,1873,523.157,,,
,1874,485.344,,,
,1875,535.556,,,
,1876,548.266,,,
,1877,547.097,,,
,1878,553.268,,,
,1879,571.13,,,
,1880,642.552,,,350728832
,1881,659.681,,,
,1882,682.207,,,
,1883,721.053,,,
,1884,716.466,,,
,1885,719.188,,,
,1886,718.58,,,
,1887,746.031,,,
,1888,790.369,,,
,1889,827.65,,,
,1890,866.074,,,383980640
,1891,896.867,,,
,1892,883.401,,,
,1893,859.662,,,
,1894,932.788,,,
,1895,958.224,,,
,1896,1001.862,,,
,1897,1052.253,,,
,1898,1086.556,,,
,1899,1158.088,,,
,1900,1215.448,,,421186688
,1901,1205.211,,,
,1902,1205.68,,,
,1903,1254.44,,,
,1904,1278.637,,,
,1905,1314.548,,,
,1906,1357.461,,,
,1907,1504.219,,,
,1908,1528.086,,,
,1909,1529.984,,,
,1910,1549.703,,,474065376
,1911,1585.812,,,
,1912,1645.246,,,
,1913,1781.752,,,
,1914,1587.351,,,
,1915,1505.435,,,
,1916,1573.988,,,
,1917,1546.197,,,
,1918,1399.153,,,
,1919,1188.096,,,
,1920,1376.854,,,477206560
,1921,1257.397,,,
,1922,1403.052,,,
,1923,1341.409,,,
,1924,1548.355,,,
,1925,1533.516,,,
,1926,1318.256,,,
,1927,1682.179,,,
,1928,1690.778,,,
,1929,1835.169,,,
,1930,1741.426,,,513773856
,1931,1630.938,,,
,1932,1520.509,,,
,1933,1568.126,,,
,1934,1719.764,,,
,1935,1809.393,,,
,1936,1925.351,,,
,1937,2086.556,,,
,1938,2098.725,,,
,1939,2147.511,,,
,1940,2291.528,,,561190400
,1941,2198.84,,,
,1942,2088.564,,,
,1943,2167.677,,,
,1944,1935.266,,,
,1945,1282.081,,,
,1946,1711.418,,,
,1947,1973.295,,,
,1948,2125.897,,,
,1949,2322.207,,,
,1950,2471.408,,,549329024
,1951,2725.628,,,554324992
,1952,2816.297,,,559694016
,1953,2899.939,,,565281984
,1954,3088.287,,,570969984
,1955,3367.813,,,576678976
,1956,3592.266,,,582371008
,1957,3754.12,,,588048000
,1958,3803.386,,,593742976
,1959,3852.014,,,599513024
,1960,4088.549,,,605406976
,1961,4236.037,,,611433984
,1962,4472.622,,,617536000
,1963,4786.48,,,623574976
,1964,5007.37,,,629366976
,1965,5157.388,,,634782976
,1966,5304.832,,,639761984
,1967,5418.253,,,644345024
,1968,5672.763,,,648636032
,1969,5987.459,,,652790016
,1970,6319.523,,,656918976
,1971,6552.435,,,661056000
,1972,6774.905,,,665164032
,1973,7092.169,,,669208000
,1974,7112.42,,,673132032
,1975,7150.331,,,676894976
,1976,7553.036,,,680497984
,1977,7604.369,,,683960000
,1978,7851.393,,,687286016
,1979,8053.277,,,690484992
,1980,8053.564,,,693566976
,1981,7780.746,,,696513024
,1982,7709.491,,,699329984
,1983,7727.017,,,702070016
,1984,7786.679,,,704806976
,1985,8108.293,,,707584000
,1986,8132.32,,,710422016
,1987,8146.621,,,713278976
,1988,8194.429,,,716057024
,1989,8162.342,,,718617024
,1990,8366.085,,,720857984
,1991,8014.922,,,722776000
,1992,7090.096,,,724390016
,1993,6802.959,,,725657024
,1994,6449.311,,,726529024
,1995,6433.815,,,726993984
,1996,6480.101,,,727020032
,1997,6280.248,,,726668992
,1998,6249.67,,,726142016
,1999,6161.683,,,725705024
,2000,6165.187,,,725558016
,2001,6298.055,,,725772032
,2002,6257.633,,,726312000
,2003,6398.287,,,727134016
,2004,6426.921,,,728150016
,2005,6416.502,,,729288000
,2006,6512.918,,,730547008
,2007,6461.464,,,731939008
,2008,6390.157,,,733416000
,2009,5882.726,,,734923008
,2010,6107.599,,,736412992
,2011,6031.361,,,737851008
,2012,5974.189,,,739225024
,2013,5820.676,,,740542016
,2014,5595.416,,,741817984
,2015,5600.982,,,743059008
,2016,5595.407,,,744268992
,2017,5632.967,,,745414976
,2018,5627.102,,,746419008
,1751,9.351,,,
,1752,9.354,,,
,1753,9.354,,,
,1754,9.358,,,
,1755,9.362,,,
,1756,10.006,,,
,1757,10.01,,,
,1758,10.014,,,
,1759,10.017,,,
,1760,10.017,,,
,1761,10.974,,,
,1762,10.977,,,
,1763,10.981,,,
,1764,10.985,,,
,1765,10.988,,,
,1766,12.26,,,
,1767,12.263,,,
,1768,12.267,,,
,1769,12.271,,,
,1770,12.274,,,
,1771,13.612,,,
,1772,13.615,,,
,1773,13.619,,,
,1774,13.623,,,
,1775,13.626,,,
,1776,15.037,,,
,1777,15.041,,,
,1778,15.044,,,
,1779,15.048,,,
,1780,15.055,,,
,1781,16.843,,,
,1782,16.847,,,
,1783,16.854,,,
,1784,16.858,,,
,1785,16.865,,,
,1786,19.148,,,
,1787,19.155,,,
,1788,19.159,,,
,1789,19.166,,,
,1790,19.174,,,
,1791,21.416,,,
,1792,21.423,,,
,1793,21.431,,,
,1794,21.434,,,
,1795,21.442,,,
,1796,22.413,,,
,1797,23.541,,,
,1798,24.516,,,
,1799,25.798,,,
,1800,26.634,,,
,1801,26.711,,,
,1802,26.85,,,
,1803,30.191,,,
,1804,30.331,,,
,1805,31.463,,,
,1806,33.251,,,
,1807,33.258,,,
,1808,33.269,,,
,1809,33.28,,,
,1810,33.291,,,
,1811,35.563,,,
,1812,36.937,,,
,1813,37.376,,,
,1814,38.087,,,
,1815,38.923,,,
,1816,41.436,,,
,1817,41.923,,,
,1818,42.022,,,
,1819,42.338,,,
,1820,42.528,,,
,1821,42.872,,,
,1822,44.521,,,
,1823,46.874,,,
,1824,49.083,,,
,1825,49.592,,,
,1826,50.146,,,
,1827,52.23,,,
,1828,52.589,,,
,1829,53.348,,,
,1830,67.872,,,
,1831,65.769,,,
,1832,65.589,,,
,1833,65.494,,,
,1834,65.538,,,
,1835,65.278,,,
,1836,76.464,,,
,1837,73.797,,,
,1838,75.863,,,
,1839,77.82,,,
,1840,81.004,,,
,1841,81.898,,,
,1842,85.444,,,
,1843,89.156,,,
,1844,93.538,,,
,1845,100.086,,,
,1846,95.792,,,
,1847,103.651,,,
,1848,109.418,,,
,1849,116.112,,,
,1850,122.744,,,
,1851,116.805,,,
,1852,116.391,,,
,1853,115.764,,,
,1854,139.536,,,
,1855,130.699,,,
,1856,140.679,,,
,1857,138.166,,,
